"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_001008368",2332.04930635144,0.0945164210303987,0.120946448348285,0.416922369159213,0.568343472275118
"NM_001106284",36.0038651923979,1.51809599439853,0.457860827384379,6.79520516294674e-05,0.000504413306326431
"NM_001039611",757.184647394069,0.64760357280169,0.130170237245248,2.16913245417063e-07,3.52476013712425e-06
"NM_001012742",530.969376024978,0.810218899998218,0.355645389893184,0.00401960836691829,0.0156807488100951
"NM_001105731",14.1749773783914,-0.28378401813074,0.476568495429452,0.195517332164247,0.326763662847935
"NM_001024899",81.5513361142559,0.130728231155996,0.240666693122632,0.520785135196384,0.662656290945887
"NM_013070",1624.14434090226,-0.301008512102496,0.158626740854308,0.041197914091882,0.100180869346771
"NM_001108458",31.7067324022288,-0.320915289629471,0.439663286871524,0.191505889290561,0.321691294561836
"NM_001107515",201.099306156364,2.71392461322202,0.418833823926821,5.25399255634649e-12,2.50212866287306e-10
"NM_080894",50.4315090121097,-0.848636731548258,0.365502607864418,0.00335726051459262,0.0134940529488613
"NM_001190999",198.702915729947,0.0556275123615521,0.172808744698983,0.727829581918431,0.823835089071371
"NM_012689",257.083776675261,-1.62718388928497,0.288844969859203,1.43689148442349e-09,4.05313928721612e-08
"NM_020093",156.298373964046,0.285626349822424,0.207857057367631,0.120846507257239,0.228503339005996
"NM_001101008",260.605759877571,0.190385635061103,0.204337578811701,0.294851044343837,0.443080728523286
"NM_133406",90.0829436409653,-0.00670558046513284,0.234342055061426,0.971185512822816,0.982624274892839
"NM_001106231",46.738562629219,0.177078751665504,0.340075805579182,0.446280271015509,0.59624777848541
"NM_031139",2330.09053131045,-0.209721051158738,0.152526898192573,0.140699395531045,0.256518735538121
"NM_001039037",229.002309386082,0.197840120634053,0.25736670707759,0.351372303470963,0.503706894772486
"NM_053557",750.584839585365,1.18496903027138,0.235267118175729,5.83893320380599e-08,1.13088211575827e-06
"NM_031013",16208.891819734,-1.39114461216285,0.287813434891013,1.24659675364644e-07,2.17865964023726e-06
"NM_001127504",3515.98234148169,-0.53815864310709,0.189312045716128,0.00180345484740721,0.00809788031686806
"NM_001106268",230.496010405021,-0.114294976791926,0.206994848722754,0.533195184671061,0.672515504077773
"NM_001106271",3401.34702427992,0.308731956115322,0.15378640531737,0.0320302038364489,0.0822128493711559
"NM_177481",58.8632838419103,-0.948945952927752,0.667016758840685,0.012818265839911,0.0398794520658544
"NM_031238",588.915431317902,-1.48139826638606,0.237016164220598,3.70277379078111e-11,1.47054925893079e-09
"NM_053554",3967.5468167125,0.0448337376973288,0.127884958750993,0.712882624911425,0.812517794928573
"NM_001013896",4275.71073826833,-0.513886800839274,0.267842517415433,0.0210690448647543,0.0589772423809573
"NM_001107536",642.632995738081,-0.115456178379839,0.158916861688648,0.435246441969089,0.586136137605821
"NM_001024751",250.302250359253,-0.0520686823331034,0.222462456258662,0.784366482721941,0.864856313317034
"NM_172067",59.8173814859203,-0.404906555870097,0.32613536350206,0.0990070506393367,0.196386307726073
"NM_001107542",5497.64930512625,-0.195908099024759,0.145217462142067,0.151892716842618,0.2709098213336
"NM_012713",45.3566407407725,-0.698658412493451,0.349007562709181,0.0101748214881022,0.0331261353035253
"NM_001172305",63.4163783512705,-0.666085024758294,0.355333262766696,0.0144183022757393,0.0437078377887595
"NM_001013193",1323.15801432635,-0.171679096887171,0.110288292801171,0.107373408250764,0.208879728411433
"NM_001106300",1777.00431196633,-0.0981822217291221,0.13733605065459,0.451206071785351,0.601152718385691
"NM_001108923",731.920370901261,-0.158364301151483,0.172397985607631,0.317402949952391,0.468628352224701
"NM_201350",223.903064364021,-0.227976378575062,0.205379507336827,0.209927393593125,0.345565054155015
"NM_032073",41.2486931292811,-0.112515389758126,0.290443390605996,0.611145173706177,0.736144536947514
"NM_134380",5275.22005266693,-2.13061201461115,1.27820222946661,0.00227848416578141,0.00989561954510908
"NM_053823",344.169844161794,-0.347752485668939,0.155387544273715,0.0165014714911587,0.0486552366320656
"NM_001100975",1393.37652669171,0.192843259375387,0.156488761344034,0.188900644033773,0.318824176897137
"NM_001024974",403.990043332994,0.266189414600661,0.176899608330414,0.100878359284722,0.199132034898839
