"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"NM_001134528",337.25246951621,4.96402015600359,0.883923000169594,7.93207623665926e-10,3.54718579997921e-08
"NM_001033699",1061.51128120512,0.806296282199984,0.137086383011399,7.98339320067518e-10,3.55568051014687e-08
"NM_001134555",12689.7136771783,-1.94611636465391,0.343289229476873,8.80551082750331e-10,3.90253564930392e-08
"NM_024355",189.806673148955,-1.19289612671859,0.207005591929485,8.8331185953702e-10,3.90253564930392e-08
"NM_001013070",1264.47448250375,-0.927268261631065,0.159280424205851,8.91943841148667e-10,3.92490967859059e-08
"NM_001024265",360.163499588222,1.188290148368,0.206359459569679,9.05812725303893e-10,3.97005808409089e-08
"NM_019259",1903.94103545956,0.786987605764896,0.134063566310868,9.11760026892175e-10,3.98026668882572e-08
"NM_001104527",63.6975439169204,3.09999566038318,0.550904858234129,9.60380942556125e-10,4.17594891267191e-08
"NM_001011978",2351.55879367798,1.44504041300787,0.253851259922677,1.06229414198733e-09,4.60090466771755e-08
"NM_001135744",56.2941138995774,-1.77979021652177,0.314150059782162,1.09292017477033e-09,4.71498621280328e-08
"NM_017351",87327.5084434631,-0.802055094332011,0.137663973389395,1.12418864056277e-09,4.83093720110586e-08
"NM_199113",42.3733911977588,-3.68636776510293,0.654696657889936,1.15245824586686e-09,4.9140283576672e-08
"NM_001105924",1784.13727834844,1.03148165745797,0.179428137863401,1.14875411674388e-09,4.9140283576672e-08
"NM_001128079",3822.69985876871,-0.614076578915802,0.104725832766256,1.40086247855418e-09,5.95014985582029e-08
